Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Sentiment_Clean,Sentiment_Group,post_length
" A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ",Compassionate,2021-07-01 12:10:00, RainNurturer ,Facebook, #Compassionate #TearsOfEmpathy ,21.0,42.0,Canada,2021,7,1,12,compassionate,Joy,124
" Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ",Proud,2020-01-05 08:45:00, PeakConqueror ,Twitter, #Proud #ScalingPeaks ,23.0,46.0,USA,2020,1,5,8,proud,Joy,113
" Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ",Hopeful,2022-07-17 06:15:00, DawnGardener ,Instagram, #Hopeful #SeedsOfOptimism ,14.0,28.0,UK,2022,7,17,6,hopeful,Joy,114
" A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere. ",Playful,2018-08-22 17:20:00, CarnivalDreamer ,Facebook, #Playful #CarnivalEscapade ,24.0,48.0,Australia,2018,8,22,17,playful,Joy,122
" Floating on clouds of inspiration, an artist painting the sky with strokes of creativity, creating a masterpiece of dreams. ",Inspired,2021-12-08 14:30:00, SkyArtist ,Twitter, #Inspired #CloudsOfCreativity ,18.0,36.0,India,2021,12,8,14,inspired,Joy,125
" Navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance. ",Contentment,2019-04-27 09:50:00, RiverNavigator ,Instagram, #Contentment #TranquilWaters ,20.0,40.0,Canada,2019,4,27,9,contentment,Joy,118
" With empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care. ",Empathetic,2023-09-03 21:40:00, LanternWanderer ,Facebook, #Empathetic #LanternOfCompassion ,16.0,32.0,USA,2023,9,3,21,empathetic,Joy,121
" A free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities. ",Free-spirited,2020-06-10 10:05:00, DreamSoarer ,Twitter, #FreeSpirit #WingsOfDreams ,22.0,44.0,UK,2020,6,10,10,free-spirited,Joy,123
" Bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart. ",Grateful,2022-04-01 18:30:00, SunsetAdmirer ,Instagram, #Grateful #GoldenHues ,19.0,38.0,Australia,2022,4,1,18,grateful,Joy,123
" Confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace. ",Confident,2021-01-15 13:00:00, DanceStrider ,Facebook, #Confident #DanceOfLife ,23.0,46.0,Canada,2021,1,15,13,confident,Joy,122
" Hopeful whispers of wind, carrying the promises of a brighter tomorrow, a symphony of optimism in the air of possibilities. ",Hopeful,2023-05-06 07:20:00, WindWhisperer ,Twitter, #Hopeful #BrighterTomorrows ,15.0,30.0,India,2023,5,6,7,hopeful,Joy,125
" Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air. ",Playful,2019-11-18 15:15:00, JugglingArtist ,Instagram, #Playful #JugglingResponsibilities ,25.0,50.0,USA,2019,11,18,15,playful,Joy,124
" Whispering tales of inspiration to the stars, a storyteller crafting constellations from the threads of imagination. ",Inspired,2020-08-29 20:45:00, StarStoryteller ,Facebook, #Inspired #TalesToTheStars ,14.0,28.0,UK,2020,8,29,20,inspired,Joy,118
" Charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored. ",Hopeful,2022-10-30 11:40:00, WaveNavigator ,Twitter, #Hopeful #SailorOfDreams ,17.0,34.0,Australia,2022,10,30,11,hopeful,Joy,125
" A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ",Compassionate,2021-07-01 12:10:00, RainNurturer ,Instagram, #Compassionate #TearsOfEmpathy ,21.0,42.0,Canada,2021,7,1,12,compassionate,Joy,124
" Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ",Hopeful,2022-07-17 06:15:00, DawnGardener ,Instagram, #Hopeful #SeedsOfOptimism ,14.0,28.0,India,2022,7,17,6,hopeful,Joy,114
" Drowning in the abyss of despair, a heart shattered into fragments, lost in the echoing silence of hopelessness. ",Despair,2021-09-15 16:00:00, ShatteredHeart ,Instagram, #Despair #EchoingSilence ,8.0,16.0,Canada,2021,9,15,16,despair,Sadness,114
" Bitterness festering like a venomous vine, entwining the soul in a web of resentment, poisoning the garden of peace. ",Bitterness,2019-03-08 14:20:00, VenomousSoul ,Facebook, #Bitterness #ResentmentWeb ,12.0,24.0,UK,2019,3,8,14,bitterness,Anger,118
" Wandering through the desert of loneliness, each step a heavy sigh, mirages of connection shimmering but never materializing. ",Loneliness,2017-07-20 11:45:00, DesertWanderer ,Twitter, #Loneliness #MiragesOfConnection ,15.0,30.0,USA,2017,7,20,11,loneliness,Sadness,127
" Yearning for a touch that's not there, echoes of a distant warmth haunting the heart in the cold embrace of solitude. ",Yearning,2020-11-02 19:30:00, ColdEmbrace ,Instagram, #Yearning #DistantWarmth ,10.0,20.0,Australia,2020,11,2,19,yearning,Sadness,119
" Eyes wide open in the night, fearful shadows dancing on the walls, the mind a prisoner of imagined horrors. ",Fearful,2022-05-12 02:00:00, NightPrisoner ,Facebook, #Fearful #ImaginedHorrors ,18.0,36.0,India,2022,5,12,2,fearful,Fear,109
" Apprehensive steps on the tightrope of uncertainty, a balancing act where the fall seems inevitable, anxiety a constant companion. ",Apprehensive,2023-04-08 13:15:00, TightropeWalker ,Twitter, #Apprehensive #BalancingAct ,14.0,28.0,UK,2023,4,8,13,apprehensive,Fear,132
" Overwhelmed by the weight of the world, Atlas with trembling shoulders, each responsibility a boulder in the landscape of exhaustion. ",Overwhelmed,2021-06-25 17:50:00, AtlasBearer ,Instagram, #Overwhelmed #BouldersOfExhaustion ,22.0,44.0,Canada,2021,6,25,17,overwhelmed,Fear,135
" Jealousy, a green-eyed monster, lurking in the shadows, casting a dark cloud over the sunshine of others' success. ",Jealous,2019-08-30 10:10:00, GreenMonster ,Facebook, #Jealous #GreenEyedMonster ,16.0,32.0,USA,2019,8,30,10,jealous,Anger,116
" Devastated by the storm of betrayal, the wreckage of trust scattered like debris, a heart torn by the winds of broken promises. ",Devastated,2022-08-03 15:30:00, StormSurvivor ,Twitter, #Devastated #WindsOfBrokenPromises ,25.0,50.0,Australia,2022,8,3,15,devastated,Sadness,129
" Frustrated fingers tapping on the keyboard, a symphony of annoyance composing an unsolvable puzzle of unmet expectations. ",Frustrated,2020-12-17 09:20:00, PuzzleComposer ,Instagram, #Frustrated #UnsolvablePuzzle ,12.0,24.0,India,2020,12,17,9,frustrated,Anger,123
" Envious eyes fixated on the gilded prize, a heartache fueled by the painful desire for possessions that seem forever out of reach. ",Envious,2021-02-28 22:45:00, GildedHeartache ,Facebook, #Envious #GildedPrize ,20.0,40.0,USA,2021,2,28,22,envious,Anger,132
" Dismissive glances, a fortress built with indifference, walls impenetrable to the pleas of understanding and recognition. ",Dismissive,2018-05-10 14:00:00, IndifferentFort ,Twitter, #Dismissive #ImpenetrableWalls ,14.0,28.0,UK,2018,5,10,14,dismissive,Anger,123
" Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration. ",Frustrated,2022-01-07 11:10:00, DreamMosaic ,Instagram, #Frustrated #MosaicOfDisappointment ,15.0,30.0,Canada,2022,1,7,11,frustrated,Anger,124
" Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne. ",Loneliness,2019-09-19 03:30:00, NocturnalEcho ,Facebook, #Loneliness #SolitaryNocturne ,18.0,36.0,Australia,2019,9,19,3,loneliness,Sadness,117
" Fearful whispers in the dark, the mind haunted by the specter of the unknown, shadows dancing to the rhythm of anxiety's tune. ",Fearful,2023-07-14 23:00:00, DarkWhispers ,Twitter, #Fearful #SpecterOfTheUnknown ,13.0,26.0,UK,2023,7,14,23,fearful,Fear,128
" Bitterness, a bitter aftertaste lingering on the tongue, each word a reminder of wounds that refuse to heal with the passing of time. ",Bitterness,2020-04-05 16:20:00, LingeringTaste ,Instagram, #Bitterness #BitterAftertaste ,10.0,20.0,India,2020,4,5,16,bitterness,Anger,135
" Overwhelmed by the cacophony of expectations, a drowning soul in the tempest of pressure, struggling to stay afloat. ",Overwhelmed,2021-11-29 08:45:00, TempestSurvivor ,Facebook, #Overwhelmed #DrowningSoul ,20.0,40.0,USA,2021,11,29,8,overwhelmed,Fear,118
" Jealousy, a venom that seeps through the veins, poisoning the heart and turning it into a breeding ground for discontent. ",Jealous,2019-12-12 17:00:00, VenomousHeart ,Twitter, #Jealous #HeartOfDiscontent ,16.0,32.0,Australia,2019,12,12,17,jealous,Anger,123
" Devastated by the revelation of betrayal, the trust shattered like fragile glass, leaving shards of pain in its wake. ",Devastated,2022-05-20 14:50:00, FragileTrust ,Instagram, #Devastated #ShatteredTrust ,25.0,50.0,Canada,2022,5,20,14,devastated,Sadness,119
" Frustrated attempts to mend a broken connection, the threads of understanding slipping through the fingers like grains of sand. ",Frustrated,2020-09-03 12:15:00, BrokenThreads ,Facebook, #Frustrated #SlippingThreads ,14.0,28.0,UK,2020,9,3,12,frustrated,Anger,129
" Envious gazes cast upon the podium of success, a bitter pill swallowed, the taste lingering as a constant reminder of unattained heights. ",Envious,2021-02-10 19:30:00, SuccessPill ,Twitter, #Envious #BitterPill ,20.0,40.0,USA,2021,2,10,19,envious,Anger,139
" Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference. ",Dismissive,2018-08-18 14:40:00, CurtainShield ,Instagram, #Dismissive #IndifferencePerformance ,12.0,24.0,Australia,2018,8,18,14,dismissive,Anger,142
" Despair like a heavy fog, enveloping every thought, blurring the path ahead, a journey in the labyrinth of utter hopelessness. ",Despair,2022-02-28 21:00:00, FoggyLabyrinth ,Facebook, #Despair #LabyrinthOfHopelessness ,8.0,16.0,Canada,2022,2,28,21,despair,Sadness,128
" Bitterness, a bitter chill in the air, freezing moments into icicles of resentment that dangle precariously over the landscape of memory. ",Bitterness,2019-10-15 10:30:00, IcyResentment ,Twitter, #Bitterness #IciclesOfResentment ,15.0,30.0,UK,2019,10,15,10,bitterness,Anger,139
" Loneliness, a solitary moon in a starless sky, casting a cold glow on the landscape of isolation, where echoes bounce in empty spaces. ",Loneliness,2017-12-01 18:50:00, SolitaryMoon ,Instagram, #Loneliness #StarlessSky ,18.0,36.0,USA,2017,12,1,18,loneliness,Sadness,136
" Yearning for the warmth of a vanished sun, a heartache painted in the hues of a sunset that never graced the horizon. ",Yearning,2020-04-18 16:15:00, VanishedSunset ,Facebook, #Yearning #HuesOfSunset ,10.0,20.0,Australia,2020,4,18,16,yearning,Sadness,119
" Fearful eyes scanning the shadows, a prisoner of the night, terrorized by the lurking monsters born from the mind's darkest corners. ",Fearful,2023-01-07 03:30:00, NightPrisoner ,Twitter, #Fearful #LurkingMonsters ,18.0,36.0,India,2023,1,7,3,fearful,Fear,134
" Apprehensive whispers in the wind, a forecast of uncertainty, the mind's weather vane spinning wildly in the storm of doubt. ",Apprehensive,2021-06-10 10:00:00, WindWhisperer ,Instagram, #Apprehensive #StormOfDoubt ,14.0,28.0,Canada,2021,6,10,10,apprehensive,Fear,126
" Overwhelmed by the maze of expectations, a minotaur of pressure lurking in the labyrinth, waiting to devour the spirit of resilience. ",Overwhelmed,2020-02-22 15:20:00, MazeExplorer ,Facebook, #Overwhelmed #MinotaurOfPressure ,22.0,44.0,USA,2020,2,22,15,overwhelmed,Fear,135
" Jealousy, a festering wound, the pain intensifying with each glance at the garden of others' achievements, blooming beyond the fence. ",Jealous,2018-03-17 14:45:00, WoundedGarden ,Twitter, #Jealous #BloomingAchievements ,16.0,32.0,UK,2018,3,17,14,jealous,Anger,135
" Devastated, a heart in ruins, the echoes of shattered dreams reverberating in the chambers, a requiem for what once was whole. ",Devastated,2022-10-28 11:15:00, RuinedHeart ,Instagram, #Devastated #EchoesOfShatteredDreams ,25.0,50.0,Australia,2022,10,28,11,devastated,Sadness,128
" Frustrated attempts to untangle the knot of confusion, the threads of understanding slipping further into the labyrinth of miscommunication. ",Frustrated,2020-11-01 12:30:00, KnotUntangler ,Facebook, #Frustrated #LabyrinthOfMiscommunication ,14.0,28.0,India,2020,11,1,12,frustrated,Anger,142
" Envious eyes locked on the treasure chest of opportunities, a heartache fueled by the desire for keys that seem forever elusive. ",Envious,2021-01-15 22:10:00, ElusiveKeys ,Twitter, #Envious #DesireForKeys ,20.0,40.0,USA,2021,1,15,22,envious,Anger,130
" Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference. ",Dismissive,2018-08-18 14:00:00, IndifferentFort ,Instagram, #Dismissive #IndifferencePerformance ,12.0,24.0,Australia,2018,8,18,14,dismissive,Anger,142
" Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration. ",Frustrated,2022-01-07 11:10:00, DreamMosaic ,Twitter, #Frustrated #MosaicOfDisappointment ,15.0,30.0,Canada,2022,1,7,11,frustrated,Anger,124
Awe-struck by the breathtaking sunrise over the mountains.      ,Awe,2022-04-03 06:15:00, NatureAdmirer  ,Instagram, #Awe #BreathtakingSunrise                   ,28.0,55.0,USA,2022,4,3,6,awe,Joy,64
Navigating through the challenges with determination.          ,Determination,2023-10-12 10:30:00, GoalPursuer    ,Twitter, #Determination #Challenges                  ,15.0,30.0,Canada,2023,10,12,10,determination,Neutral/Other,63
Nostalgia hits while flipping through an old photo album.     ,Nostalgia,2019-06-28 19:00:00, MemoryLane     ,Facebook, #Nostalgia #OldMemories                     ,22.0,45.0,UK,2019,6,28,19,nostalgia,Neutral/Other,62
Thrilled to witness the grandeur of a cultural festival.       ,Thrill,2020-09-15 14:45:00, CultureEnthusiast ,Instagram, #Thrill #CulturalCelebration              ,40.0,80.0,India,2020,9,15,14,thrill,Joy,63
Calmness found in the rhythm of raindrops on the windowpane.   ,Calmness,2017-11-08 21:20:00, RainWatcher    ,Twitter, #Calmness #RainyDays                        ,18.0,35.0,Australia,2017,11,8,21,calmness,Neutral/Other,63
Overwhelmed by the support received during a personal challenge.,Overwhelmed,2021-05-20 17:30:00, PersonalJourney ,Facebook, #Overwhelmed #SupportiveCommunity          ,25.0,50.0,USA,2021,5,20,17,overwhelmed,Fear,64
Excitement builds as the countdown to a long-awaited vacation begins. ,Excitement,2023-01-10 12:00:00, VacationDreamer ,Instagram, #Excitement #VacationCountdown        ,30.0,60.0,France,2023,1,10,12,excitement,Joy,70
"Reflecting on life's journey, grateful for the lessons learned. ",Gratitude,2018-12-05 08:45:00, LifeLearner   ,Twitter, #Gratitude #LifeLessons                    ,35.0,70.0,Brazil,2018,12,5,8,gratitude,Joy,64
Bittersweet emotions arise while bidding farewell to a dear friend. ,Bittersweet,2020-03-15 18:30:00, FarewellSender ,Instagram, #Bittersweet #Farewell                     ,20.0,40.0,Japan,2020,3,15,18,bittersweet,Sadness,68
Curiosity sparked by exploring a mysterious ancient ruin.      ,Curiosity,2016-08-22 15:10:00, HistoryExplorer ,Facebook, #Curiosity #AncientDiscovery          ,18.0,35.0,Greece,2016,8,22,15,curiosity,Neutral/Other,63
Admiration for the intricate details of a handcrafted masterpiece. ,Admiration,2019-08-20 16:00:00, CraftEnthusiast ,Instagram, #Admiration #HandcraftedArt               ,25.0,50.0,USA,2019,8,20,16,admiration,Joy,67
Overjoyed by the warmth of a cozy fireplace on a winter evening.   ,Overjoyed,2021-12-08 19:30:00, WinterLover     ,Twitter, #Overjoyed #WinterWarmth                  ,18.0,35.0,Canada,2021,12,8,19,overjoyed,Joy,67
Inspiration strikes while observing the colors of a vibrant sunset.,Inspiration,2020-06-10 20:45:00, SunsetWatcher   ,Instagram, #Inspiration #ColorfulSunset             ,30.0,60.0,UK,2020,6,10,20,inspiration,Joy,67
Motivated to achieve fitness goals after an invigorating workout.  ,Motivation,2022-02-28 07:15:00, FitnessJunkie   ,Facebook, #Motivation #FitnessGoals                 ,40.0,80.0,Australia,2022,2,28,7,motivation,Joy,67
Gratitude for the simple joys found in a cup of morning coffee.    ,Gratitude,2017-04-15 08:00:00, CoffeeLover     ,Twitter, #Gratitude #MorningCoffee                 ,22.0,45.0,India,2017,4,15,8,gratitude,Joy,67
Feeling empowered after conquering a challenging hiking trail.     ,Empowerment,2018-09-05 14:20:00, HikingExplorer  ,Instagram, #Empowerment #HikingAdventure             ,35.0,70.0,USA,2018,9,5,14,empowerment,Joy,67
Amused by the antics of playful kittens during playtime.           ,Amusement,2022-10-22 12:45:00, KittyObserver   ,Facebook, #Amusement #PlayfulKittens               ,15.0,30.0,Canada,2022,10,22,12,amusement,Joy,67
Contemplating life's mysteries under the starry night sky.         ,Contemplation,2016-07-02 23:30:00, Stargazer       ,Twitter, #Contemplation #StarryNight               ,28.0,55.0,UK,2016,7,2,23,contemplation,Neutral/Other,67
Joyful reunion with long-lost friends after years of separation.   ,JoyfulReunion,2020-11-18 17:10:00, FriendshipRenewal ,Instagram, #JoyfulReunion #Friendship               ,20.0,40.0,India,2020,11,18,17,joyfulreunion,Joy,67
Excitement builds while preparing for a surprise celebration.     ,Excitement,2023-03-05 15:00:00, CelebrationPlanner ,Facebook, #Excitement #SurpriseCelebration         ,30.0,60.0,Australia,2023,3,5,15,excitement,Joy,66
Satisfaction derived from successfully completing a DIY project.  ,Satisfaction,2015-12-01 11:30:00, DIYEnthusiast   ,Twitter, #Satisfaction #DIYProject                 ,25.0,50.0,USA,2015,12,1,11,satisfaction,Joy,66
Feeling blessed for the supportive community in times of need.    ,Blessed,2021-09-10 09:45:00, CommunityHelper ,Instagram, #Blessed #SupportiveCommunity            ,18.0,35.0,UK,2021,9,10,9,blessed,Joy,66
Captivated by the serenity of a tranquil garden in full bloom.     ,Serenity,2018-05-12 14:20:00, GardenEnthusiast ,Facebook, #Serenity #TranquilGarden                ,22.0,45.0,Canada,2018,5,12,14,serenity,Joy,67
Anticipation for an upcoming adventure in an exotic destination.   ,Anticipation,2022-07-25 10:00:00, Wanderlust      ,Twitter, #Anticipation #AdventureAwaits           ,40.0,80.0,India,2022,7,25,10,anticipation,Neutral/Other,67
Reflecting on personal growth achieved through life experiences.  ,Reflection,2019-03-08 18:30:00, GrowthSeeker    ,Instagram, #Reflection #PersonalGrowth              ,35.0,70.0,USA,2019,3,8,18,reflection,Neutral/Other,66
Nostalgic memories flood in while revisiting childhood favorites. ,Nostalgia,2017-01-28 21:15:00, ChildhoodMemories ,Facebook, #Nostalgia #ChildhoodFavorites           ,20.0,40.0,Australia,2017,1,28,21,nostalgia,Neutral/Other,66
Appreciation for the vibrant culture experienced during travel.   ,Appreciation,2016-11-14 13:45:00, CultureExplorer ,Twitter, #Appreciation #CulturalExperience        ,28.0,55.0,UK,2016,11,14,13,appreciation,Joy,66
Confidence soars after overcoming public speaking anxiety.       ,Confidence,2020-04-02 17:30:00, PublicSpeaker   ,Instagram, #Confidence #OvercomingAnxiety          ,15.0,30.0,USA,2020,4,2,17,confidence,Joy,65
Contentment in the midst of a family gathering filled with laughter. ,Contentment,2023-01-15 19:00:00, FamilyCelebration ,Facebook, #Contentment #FamilyLaughter             ,25.0,50.0,Canada,2023,1,15,19,contentment,Joy,69
Enthusiasm for learning new skills and expanding knowledge.      ,Enthusiasm,2018-08-07 12:15:00, LifelongLearner ,Twitter, #Enthusiasm #SkillBuilding               ,30.0,60.0,India,2018,8,7,12,enthusiasm,Joy,65
Surprise and delight at discovering a hidden gem in the city.    ,Surprise,2019-10-18 16:45:00, CityExplorer    ,Instagram, #Surprise #HiddenGem                      ,18.0,35.0,UK,2019,10,18,16,surprise,Neutral/Other,65
A sense of accomplishment after completing a challenging workout.,Accomplishment,2022-06-30 07:00:00, FitnessAchiever ,Facebook, #Accomplishment #FitnessSuccess         ,22.0,45.0,Australia,2022,6,30,7,accomplishment,Joy,65
Wonderment at the beauty of a double rainbow after the rain.     ,Wonderment,2017-06-12 18:20:00, RainbowChaser   ,Twitter, #Wonderment #DoubleRainbow               ,35.0,70.0,USA,2017,6,12,18,wonderment,Joy,65
Optimism for a bright future amidst challenging times.           ,Optimism,2021-07-05 09:30:00, FutureOptimist  ,Instagram, #Optimism #BrightFuture                  ,20.0,40.0,Canada,2021,7,5,9,optimism,Joy,65
Pride in achieving a personal milestone in career progression.   ,Pride,2016-04-15 14:50:00, CareerAchiever  ,Facebook, #Pride #CareerMilestone                  ,28.0,55.0,UK,2016,4,15,14,pride,Joy,65
Happiness blooms like flowers in a garden on a sunny day.        ,Happiness,2020-02-10 11:15:00, SunnyDayEnthusiast ,Twitter, #Happiness #SunnyDay                      ,15.0,30.0,India,2020,2,10,11,happiness,Joy,65
Elation over discovering a rare book in a quaint bookstore.      ,Elation,2018-09-22 16:30:00, Bookworm        ,Instagram, #Elation #RareBookDiscovery              ,40.0,80.0,USA,2018,9,22,16,elation,Joy,65
Curiosity piqued by the mysteries of an ancient archaeological site.,Curiosity,2015-11-08 10:00:00, ArchaeologyEnthusiast ,Facebook, #Curiosity #AncientMysteries            ,18.0,35.0,Australia,2015,11,8,10,curiosity,Neutral/Other,68
Mesmerized by the cosmic dance of fireflies on a moonlit night.    ,Enchantment,2022-08-10 22:00:00, NightSkyObserver ,Instagram, #Enchantment #CosmicFireflies             ,25.0,50.0,Brazil,2022,8,10,22,enchantment,Joy,67
Intrigued by the symphony of colors in an abstract art exhibition. ,Intrigue,2019-04-05 17:30:00, ArtConnoisseur  ,Twitter, #Intrigue #AbstractArt                   ,18.0,35.0,France,2019,4,5,17,intrigue,Neutral/Other,67
Giggles and joy echo in the air during a children's playdate.      ,PlayfulJoy,2020-12-15 15:45:00, PlayfulParent   ,Facebook, #PlayfulJoy #ChildrensPlaydate           ,22.0,45.0,Japan,2020,12,15,15,playfuljoy,Joy,67
Enveloped in serenity while practicing mindfulness by the lake.    ,Mindfulness,2017-10-20 08:15:00, ZenSeeker       ,Instagram, #Mindfulness #LakeTranquility            ,35.0,70.0,Canada,2017,10,20,8,mindfulness,Neutral/Other,67
Chasing dreams like a kite soaring high in the vast open sky.      ,DreamChaser,2021-02-28 13:00:00, SkyDreamer      ,Twitter, #DreamChaser #SkyHighDreams              ,30.0,60.0,Australia,2021,2,28,13,dreamchaser,Joy,67
Spellbound by the elegance of a ballroom dance under crystal chandeliers. ,Elegance,2018-06-12 20:30:00, DanceEnthusiast ,Facebook, #Elegance #BallroomDance                ,28.0,55.0,UK,2018,6,12,20,elegance,Joy,74
Whimsical delight in a world of fairy tales and magical creatures.  ,Whimsy,2016-03-08 14:20:00, FairyTaleExplorer ,Instagram, #Whimsy #MagicalWorld                    ,20.0,40.0,USA,2016,3,8,14,whimsy,Joy,68
Pensive contemplation amid the ancient ruins of a forgotten civilization. ,Pensive,2023-04-18 17:10:00, RuinsExplorer   ,Twitter, #Pensive #AncientCivilization           ,18.0,35.0,Greece,2023,4,18,17,pensive,Neutral/Other,74
Embracing the thrill of speed on a rollercoaster's exhilarating twists. ,Thrill,2020-07-25 12:45:00, RollercoasterFan ,Facebook, #Thrill #RollercoasterAdventure        ,22.0,45.0,Germany,2020,7,25,12,thrill,Joy,72
Harmony resonates as musicians play a melody of unity and togetherness. ,Harmony,2019-11-30 19:30:00, MusicHarmonist  ,Instagram, #Harmony #MusicalUnity                   ,35.0,70.0,Sweden,2019,11,30,19,harmony,Joy,72
A burst of creativity in the quiet solitude of an artist's studio.  ,Creativity,2015-09-01 16:00:00, StudioArtist    ,Twitter, #Creativity #ArtistsHaven               ,15.0,30.0,Italy,2015,9,1,16,creativity,Joy,68
Radiant joy akin to blooming flowers on a sun-kissed spring morning. ,Radiance,2022-05-05 10:15:00, SpringEnthusiast ,Facebook, #Radiance #SpringBlooms                 ,25.0,50.0,Netherlands,2022,5,5,10,radiance,Joy,69
A sense of wonder at the vastness of the cosmos on a stargazing night. ,Wonder,2018-07-08 23:00:00, CosmosExplorer  ,Instagram, #Wonder #StargazingAdventure            ,40.0,80.0,South Africa,2018,7,8,23,wonder,Joy,71
Rejuvenated by the salty breeze and the sound of waves at the seaside. ,Rejuvenation,2021-09-20 14:30:00, SeaBreezeLover ,Twitter, #Rejuvenation #SeasideEscape            ,18.0,35.0,Spain,2021,9,20,14,rejuvenation,Joy,71
Whispers of inspiration from the rustling leaves in a serene forest. ,Inspiration,2016-11-15 11:45:00, ForestDreamer   ,Facebook, #Inspiration #ForestWhispers            ,28.0,55.0,Portugal,2016,11,15,11,inspiration,Joy,69
Savoring the warmth of a cup of cocoa on a chilly winter evening.   ,Coziness,2020-01-12 18:00:00, WinterWarmth    ,Instagram, #Coziness #WarmWinterEvening           ,30.0,60.0,Switzerland,2020,1,12,18,coziness,Joy,68
Heartfelt gratitude for the laughter shared during a family reunion. ,Gratitude,2017-12-28 19:15:00, FamilyGatherer ,Facebook, #Gratitude #FamilyLaughter              ,22.0,45.0,Austria,2017,12,28,19,gratitude,Joy,69
"Embarking on a culinary adventure, savoring exotic flavors around the world. ",Adventure,2019-03-02 20:20:00, CulinaryExplorer ,Twitter, #Adventure #CulinaryJourney             ,35.0,70.0,Belgium,2019,3,2,20,adventure,Joy,77
Euphoria floods in as the final puzzle piece clicks into place.       ,Euphoria,2022-06-08 15:30:00, PuzzleSolver    ,Instagram, #Euphoria #PuzzleCompletion            ,20.0,40.0,Denmark,2022,6,8,15,euphoria,Joy,70
Awe-inspired by the grandeur of an ancient cathedral's intricate architecture. ,Awe,2018-08-18 14:45:00, CathedralVisitor ,Facebook, #Awe #ArchitecturalGrandeur            ,18.0,35.0,Czech Republic,2018,8,18,14,awe,Joy,79
Captivated by the ethereal beauty of a field filled with fireflies. ,Enchantment,2022-08-10 22:00:00, NightSkyObserver ,Instagram, #Enchantment #FireflyField              ,25.0,50.0,Brazil,2022,8,10,22,enchantment,Joy,68
Immersed in the enchanting melodies of a street musician's violin. ,Melodic,2019-04-05 17:30:00, MusicLover      ,Twitter, #Melodic #StreetMusic                   ,18.0,35.0,France,2019,4,5,17,melodic,Joy,67
Joyful laughter resonates through a lively summer carnival.         ,FestiveJoy,2020-12-15 15:45:00, CarnivalGoer    ,Facebook, #FestiveJoy #SummerCarnival             ,22.0,45.0,Japan,2020,12,15,15,festivejoy,Joy,68
Exploring the universe within during a mindful meditation session. ,InnerJourney,2017-10-20 08:15:00, MindfulExplorer ,Instagram, #InnerJourney #MeditationBliss          ,35.0,70.0,Canada,2017,10,20,8,innerjourney,Neutral/Other,67
Soaring like a free spirit on the winds of a coastal cliff.        ,Freedom,2021-02-28 13:00:00, CoastalExplorer ,Twitter, #Freedom #CoastalAdventure              ,30.0,60.0,Australia,2021,2,28,13,freedom,Joy,67
Dazzled by the elegance of a masquerade ball's dazzling costumes. ,Dazzle,2018-06-12 20:30:00, MasqueradeAttendee ,Facebook, #Dazzle #MasqueradeElegance            ,28.0,55.0,UK,2018,6,12,20,dazzle,Joy,66
Whimsical delight in a world of whimsical fairy tales.             ,Whimsy,2016-03-08 14:20:00, FairyTaleAdventurer ,Instagram, #Whimsy #FairyTaleMagic                 ,20.0,40.0,USA,2016,3,8,14,whimsy,Joy,67
Reflective contemplation amid the ruins of a forgotten era.        ,Reflection,2023-04-18 17:10:00, RuinsExplorer   ,Twitter, #Reflection #ForgottenEra               ,18.0,35.0,Greece,2023,4,18,17,reflection,Neutral/Other,67
Riding the adrenaline rush on a rollercoaster's wild twists.      ,Adrenaline,2020-07-25 12:45:00, ThrillSeeker    ,Facebook, #Adrenaline #RollercoasterThrills      ,22.0,45.0,Germany,2020,7,25,12,adrenaline,Joy,66
Harmony resonates as musicians play a symphony of unity.           ,Harmony,2019-11-30 19:30:00, MusicHarmonist  ,Instagram, #Harmony #MusicalUnity                   ,35.0,70.0,Sweden,2019,11,30,19,harmony,Joy,67
